District,Name,Party Code,State,Term End,Term Start,Session
5,Nancy Johnson,R,Connecticut,,,108
At-large,Michael N. Castle,R,Delaware,,,108
1,Jeff Miller,R,Florida,,,108
2,Allen Boyd,D,Florida,,,108
3,Corrine Brown,D,Florida,,,108
4,Ander Crenshaw,R,Florida,,,108
5,Ginny Brown-Waite,R,Florida,,,108
6,Cliff Stearns,R,Florida,,,108
7,John Mica,R,Florida,,,108
8,Ric Keller,R,Florida,,,108
9,Michael Bilirakis,R,Florida,,,108
10,Bill Young,R,Florida,,,108
11,Jim Davis,D,Florida,,,108
12,Adam Putnam,R,Florida,,,108
13,Katherine Harris,R,Florida,,,108
14,Porter Goss,R,Florida,2004-09-24 00:00:00,,108
15,Dave Weldon,R,Florida,,,108
16,Mark Foley,R,Florida,,,108
17,Kendrick Meek,D,Florida,,,108
18,Ileana Ros-Lehtinen,R,Florida,,,108
19,Robert Wexler,D,Florida,,,108
20,Peter Deutsch,D,Florida,,,108
21,Lincoln Diaz-Balart,R,Florida,,,108
22,Clay Shaw,R,Florida,,,108
23,Alcee Hastings,D,Florida,,,108
24,Tom Feeney,R,Florida,,,108
25,Mario Diaz-Balart,R,Florida,,,108
1,Jack Kingston,R,Georgia,,,108
2,Sanford Bishop,D,Georgia,,,108
3,Jim Marshall,D,Georgia,,,108
4,Denise Majette,D,Georgia,,,108
5,John Lewis,D,Georgia,,,108
6,Johnny Isakson,R,Georgia,,,108
7,John Linder,R,Georgia,,,108
8,Mac Collins,R,Georgia,,,108
9,Charlie Norwood,R,Georgia,,,108
10,Nathan Deal,R,Georgia,,,108
11,Phil Gingrey,R,Georgia,,,108
12,Max Burns,R,Georgia,,,108
13,David Scott,D,Georgia,,,108
1,Neil Abercrombie,D,Hawaii,,,108
1,Ed Case,D,Hawaii,,2003-01-04 00:00:00,108
1,C. L. Otter,R,Idaho,,,108
2,Michael K. Simpson,R,Idaho,,,108
1,Bobby Rush,D,Illinois,,,108
2,"Jesse Jackson, Jr.",D,Illinois,,,108
3,William Lipinski,D,Illinois,,,108
4,Luis Gutierrez,D,Illinois,,,108
5,Rahm Emanuel,D,Illinois,,,108
6,Henry Hyde,R,Illinois,,,108
7,Danny K. Davis,D,Illinois,,,108
8,Philip Crane,R,Illinois,,,108
9,Janice D. Schakowsky,D,Illinois,,,108
10,Mark Steven Kirk,R,Illinois,,,108
11,Jerry Weller,R,Illinois,,,108
12,Jerry Costello,D,Illinois,,,108
13,Judy Biggert,R,Illinois,,,108
14,Dennis Hastert,R,Illinois,,,108
15,Timothy V. Johnson,R,Illinois,,,108
16,Donald Manzullo,R,Illinois,,,108
17,Lane Evans,D,Illinois,,,108
18,Ray LaHood,R,Illinois,,,108
19,John Shimkus,R,Illinois,,,108
1,Pete Visclosky,D,Indiana,,,108
2,Chris Chocola,R,Indiana,,,108
3,Mark Souder,R,Indiana,,,108
4,Steve Buyer,R,Indiana,,,108
5,Dan Burton,R,Indiana,,,108
6,Mike Pence,R,Indiana,,,108
7,Julia Carson,D,Indiana,,,108
8,John Hostettler,R,Indiana,,,108
9,Baron Hill,D,Indiana,,,108
1,Jim Nussle,R,Iowa,,,108
2,Jim Leach,R,Iowa,,,108
3,Leonard Boswell,D,Iowa,,,108
4,Tom Latham,R,Iowa,,,108
5,Steve King,R,Iowa,,,108
1,Jerry Moran,R,Kansas,,,108
2,Jim Ryun,R,Kansas,,,108
3,Dennis Moore,D,Kansas,,,108
4,Todd Tiahrt,R,Kansas,,,108
1,Ed Whitfield,R,Kentucky,,,108
2,Ron Lewis,R,Kentucky,,,108
3,Anne Northup,R,Kentucky,,,108
4,Ken Lucas,D,Kentucky,,,108
5,Hal Rogers,R,Kentucky,,,108
6,Ernie Fletcher,R,Kentucky,2003-12-09 00:00:00,,108
6,Ben Chandler,D,Kentucky,,2004-02-07 00:00:00,108
1,David Vitter,R,Louisiana,,,108
2,William J. Jefferson,D,Louisiana,,,108
3,W.J. Billy Tauzin,R,Louisiana,,,108
4,Jim McCrery,R,Louisiana,,,108
5,Rodney Alexander,D then R,Louisiana,,,108
6,Richard H. Baker,R,Louisiana,,,108
7,Christopher John,D,Louisiana,,,108
1,Tom Allen,D,Maine,,,108
2,Mike Michaud,D,Maine,,,108
1,Wayne Gilchrest,R,Maryland,,,108
2,Dutch Ruppersberger,D,Maryland,,,108
3,Ben Cardin,D,Maryland,,,108
4,Albert Wynn,D,Maryland,,,108
5,Steny Hoyer,D,Maryland,,,108
6,Roscoe Bartlett,R,Maryland,,,108
7,Elijah Cummings,D,Maryland,,,108
8,Chris Van Hollen,D,Maryland,,,108
1,John Olver,D,Massachusetts,,,108
2,Richard Neal,D,Massachusetts,,,108
3,Jim McGovern,D,Massachusetts,,,108
4,Barney Frank,D,Massachusetts,,,108
5,Marty Meehan,D,Massachusetts,,,108
6,John Tierney,D,Massachusetts,,,108
7,Ed Markey,D,Massachusetts,,,108
8,Mike Capuano,D,Massachusetts,,,108
9,Stephen Lynch,D,Massachusetts,,,108
10,Bill Delahunt,D,Massachusetts,,,108
1,Bart Stupak,D,Michigan,,,108
2,Peter Hoekstra,R,Michigan,,,108
3,Vern Ehlers,R,Michigan,,,108
4,David Lee Camp,R,Michigan,,,108
5,Dale Kildee,D,Michigan,,,108
6,Fred Upton,R,Michigan,,,108
7,Nick Smith,R,Michigan,,,108
8,Mike Rogers,R,Michigan,,,108
9,Joe Knollenberg,R,Michigan,,,108
10,Candice S. Miller,R,Michigan,,,108
11,Thaddeus McCotter,R,Michigan,,,108
12,Sander Levin,D,Michigan,,,108
13,Carolyn Cheeks Kilpatrick,D,Michigan,,,108
14,John Conyers,D,Michigan,,,108
15,John Dingell,D,Michigan,,,108
1,Gil Gutknecht,R,Minnesota,,,108
2,John Kline,R,Minnesota,,,108
3,Jim Ramstad,R,Minnesota,,,108
4,Betty McCollum,DFL,Minnesota,,,108
5,Martin Olav Sabo,DFL,Minnesota,,,108
6,Mark Kennedy,R,Minnesota,,,108
7,Collin Peterson,DFL,Minnesota,,,108
8,James Oberstar,DFL,Minnesota,,,108
1,Roger Wicker,R,Mississippi,,,108
2,Bennie Thompson,D,Mississippi,,,108
3,Chip Pickering,R,Mississippi,,,108
4,Gene Taylor,D,Mississippi,,,108
1,"William Lacy Clay, Jr.",D,Missouri,,,108
2,Todd Akin,R,Missouri,,,108
3,Dick Gephardt,D,Missouri,,,108
4,Ike Skelton,D,Missouri,,,108
5,Karen McCarthy,D,Missouri,,,108
6,Sam Graves,R,Missouri,,,108
7,Roy Blunt,R,Missouri,,,108
8,Jo Ann Emerson,R,Missouri,,,108
9,Kenny Hulshof,R,Missouri,,,108
At-large,Denny Rehberg,R,Montana,,,108
1,Doug Bereuter,R,Nebraska,2004-08-31 00:00:00,,108
2,Lee Terry,R,Nebraska,,,108
3,Tom Osborne,R,Nebraska,,,108
1,Shelley Berkley,D,Nevada,,,108
2,Jim Gibbons,R,Nevada,,,108
3,Jon Porter,R,Nevada,,,108
1,Jeb Bradley,R,New Hampshire,,,108
2,Charlie Bass,R,New Hampshire,,,108
1,Rob Andrews,D,New Jersey,,,108
2,Frank LoBiondo,R,New Jersey,,,108
3,H. James Saxton,R,New Jersey,,,108
4,Chris Smith,R,New Jersey,,,108
5,Scott Garrett,R,New Jersey,,,108
6,Frank Pallone,D,New Jersey,,,108
7,Mike Ferguson,R,New Jersey,,,108
8,"Bill Pascrell, Jr.",D,New Jersey,,,108
9,Steve Rothman,D,New Jersey,,,108
10,Donald M. Payne,D,New Jersey,,,108
11,Rodney Frelinghuysen,R,New Jersey,,,108
12,"Rush D. Holt, Jr.",D,New Jersey,,,108
13,Bob Menendez,D,New Jersey,,,108
1,Heather Wilson,R,New Mexico,,,108
2,Steve Pearce,R,New Mexico,,,108
3,Tom Udall,D,New Mexico,,,108
1,Tim Bishop,D,New York,,,108
2,Steve Israel,D,New York,,,108
3,Peter T. King,R,New York,,,108
4,Carolyn McCarthy,D,New York,,,108
5,Gary Ackerman,D,New York,,,108
6,Gregory W. Meeks,D,New York,,,108
7,Joseph Crowley,D,New York,,,108
8,Jerrold Nadler,D,New York,,,108
9,Anthony D. Weiner,D,New York,,,108
10,Edolphus Towns,D,New York,,,108
11,Major Owens,D,New York,,,108
12,Nydia Velázquez,D,New York,,,108
13,Vito Fossella,R,New York,,,108
14,Carolyn B. Maloney,D,New York,,,108
15,Charles Rangel,D,New York,,,108
16,José Serrano,D,New York,,,108
17,Eliot L. Engel,D,New York,,,108
18,Nita Lowey,D,New York,,,108
19,Sue W. Kelly,R,New York,,,108
20,John E. Sweeney,R,New York,,,108
21,Michael R. McNulty,D,New York,,,108
22,Maurice Hinchey,D,New York,,,108
23,John M. McHugh,R,New York,,,108
24,Sherwood Boehlert,R,New York,,,108
25,James T. Walsh,R,New York,,,108
26,Thomas M. Reynolds,R,New York,,,108
27,Jack Quinn,R,New York,,,108
28,Louise McIntosh Slaughter,D,New York,,,108
29,Amo Houghton,R,New York,,,108
1,Frank Ballance,D,North Carolina,2004-06-09 00:00:00,,108
1,G. K. Butterfield,D,North Carolina,,2004-07-20 00:00:00,108
2,Bob Etheridge,D,North Carolina,,,108
3,Walter B. Jones,R,North Carolina,,,108
4,David Price,D,North Carolina,,,108
5,Richard Burr,R,North Carolina,,,108
6,Howard Coble,R,North Carolina,,,108
7,Mike McIntyre,D,North Carolina,,,108
8,Robin Hayes,R,North Carolina,,,108
9,Sue Wilkins Myrick,R,North Carolina,,,108
10,Cass Ballenger,R,North Carolina,,,108
11,Charles H. Taylor,R,North Carolina,,,108
12,Mel Watt,D,North Carolina,,,108
13,Brad Miller,D,North Carolina,,,108
At-large,Earl Pomeroy,D,North Dakota,,,108
1,Steve Chabot,R,Ohio,,,108
2,Rob Portman,R,Ohio,,,108
3,Mike Turner,R,Ohio,,,108
4,Mike Oxley,R,Ohio,,,108
5,Paul Gillmor,R,Ohio,,,108
6,Ted Strickland,D,Ohio,,,108
7,Dave Hobson,R,Ohio,,,108
8,John Boehner,R,Ohio,,,108
9,Marcy Kaptur,D,Ohio,,,108
10,Dennis Kucinich,D,Ohio,,,108
11,Stephanie Tubbs Jones,D,Ohio,,,108
12,Pat Tiberi,R,Ohio,,,108
13,Sherrod Brown,D,Ohio,,,108
14,Steve LaTourette,R,Ohio,,,108
15,Deborah Pryce,R,Ohio,,,108
16,Ralph Regula,R,Ohio,,,108
17,Tim Ryan,D,Ohio,,,108
18,Bob Ney,R,Ohio,,,108
1,John Sullivan,R,Oklahoma,,,108
2,Brad Carson,D,Oklahoma,,,108
3,Frank Lucas,R,Oklahoma,,,108
4,Tom Cole,R,Oklahoma,,,108
5,Ernest Istook,R,Oklahoma,,,108
1,David Wu,D,Oregon,,,108
2,Greg Walden,R,Oregon,,,108
3,Earl Blumenauer,D,Oregon,,,108
4,Peter DeFazio,D,Oregon,,,108
5,Darlene Hooley,D,Oregon,,,108
1,Bob Brady,D,Pennsylvania,,,108
2,Chaka Fattah,D,Pennsylvania,,,108
3,Phil English,R,Pennsylvania,,,108
4,Melissa Hart,R,Pennsylvania,,,108
5,John E. Peterson,R,Pennsylvania,,,108
6,Jim Gerlach,R,Pennsylvania,,,108
7,Curt Weldon,R,Pennsylvania,,,108
8,James C. Greenwood,R,Pennsylvania,,,108
9,Bill Shuster,R,Pennsylvania,,,108
10,Don Sherwood,R,Pennsylvania,,,108
11,Paul Kanjorski,D,Pennsylvania,,,108
12,John Murtha,D,Pennsylvania,,,108
13,Joseph M. Hoeffel,D,Pennsylvania,,,108
14,Michael F. Doyle,D,Pennsylvania,,,108
15,Patrick Toomey,R,Pennsylvania,,,108
16,Joseph R. Pitts,R,Pennsylvania,,,108
17,Tim Holden,D,Pennsylvania,,,108
18,Tim Murphy,R,Pennsylvania,,,108
19,Todd Russell Platts,R,Pennsylvania,,,108
1,Patrick J. Kennedy,D,Rhode Island,,,108
2,James Langevin,D,Rhode Island,,,108
1,"Henry E. Brown, Jr.",R,South Carolina,,,108
2,Joe Wilson,R,South Carolina,,,108
3,Gresham Barrett,R,South Carolina,,,108
4,Jim DeMint,R,South Carolina,,,108
5,John Spratt,D,South Carolina,,,108
6,Jim Clyburn,D,South Carolina,,,108
At-large,Bill Janklow,R,South Dakota,2004-01-20 00:00:00,,108
At-large,Stephanie Herseth,D,South Dakota,,2004-06-01 00:00:00,108
1,William L. Jenkins,R,Tennessee,,,108
2,John Duncan,R,Tennessee,,,108
3,Zach Wamp,R,Tennessee,,,108
4,Lincoln Davis,D,Tennessee,,,108
5,Jim Cooper,D,Tennessee,,,108
6,Bart Gordon,D,Tennessee,,,108
7,Marsha Blackburn,R,Tennessee,,,108
8,John S. Tanner,D,Tennessee,,,108
9,"Harold Ford, Jr.",D,Tennessee,,,108
1,Max Sandlin,D,Texas,,,108
2,Jim Turner,D,Texas,,,108
3,Sam Johnson,R,Texas,,,108
4,Ralph Hall,D then R,Texas,,,108
5,Jeb Hensarling,R,Texas,,,108
6,Joe Barton,R,Texas,,,108
7,John Culberson,R,Texas,,,108
8,Kevin Brady,R,Texas,,,108
9,Nick Lampson,D,Texas,,,108
10,Lloyd Doggett,D,Texas,,,108
11,Chet Edwards,D,Texas,,,108
12,Kay Granger,R,Texas,,,108
13,Mac Thornberry,R,Texas,,,108
14,Ron Paul,R,Texas,,,108
15,Rubén Hinojosa,D,Texas,,,108
16,Silvestre Reyes,D,Texas,,,108
17,Charles Stenholm,D,Texas,,,108
18,Sheila Jackson-Lee,D,Texas,,,108
19,Larry Combest,R,Texas,2003-05-31 00:00:00,,108
19,Randy Neugebauer,R,Texas,,2003-06-05 00:00:00,108
20,Charlie Gonzalez,D,Texas,,,108
21,Lamar S. Smith,R,Texas,,,108
22,Tom DeLay,R,Texas,,,108
23,Henry Bonilla,R,Texas,,,108
24,Martin Frost,D,Texas,,,108
25,Chris Bell,D,Texas,,,108
26,Michael C. Burgess,R,Texas,,,108
27,Solomon P. Ortiz,D,Texas,,,108
28,Ciro Rodriguez,D,Texas,,,108
29,Gene Green,D,Texas,,,108
30,Eddie Bernice Johnson,D,Texas,,,108
31,John Carter,R,Texas,,,108
32,Pete Sessions,R,Texas,,,108
1,Rob Bishop,R,Utah,,,108
2,Jim Matheson,D,Utah,,,108
3,Chris Cannon,R,Utah,,,108
At-large,Bernie Sanders,I,Vermont,,,108
1,Jo Ann Davis,R,Virginia,,,108
2,Edward L. Schrock,R,Virginia,,,108
3,Robert C. Scott,D,Virginia,,,108
4,Randy Forbes,R,Virginia,,,108
5,Virgil Goode,R,Virginia,,,108
6,Bob Goodlatte,R,Virginia,,,108
7,Eric Cantor,R,Virginia,,,108
8,Jim Moran,D,Virginia,,,108
9,Rick Boucher,D,Virginia,,,108
10,Frank Wolf,R,Virginia,,,108
11,Thomas M. Davis,R,Virginia,,,108
1,Jay Inslee,D,Washington,,,108
2,Rick Larsen,D,Washington,,,108
3,Brian Baird,D,Washington,,,108
4,Doc Hastings,R,Washington,,,108
5,George Nethercutt,R,Washington,,,108
6,Norman D. Dicks,D,Washington,,,108
7,Jim McDermott,D,Washington,,,108
8,Jennifer Dunn,R,Washington,,,108
9,Adam Smith,D,Washington,,,108
1,Alan Mollohan,D,West Virginia,,,108
2,Shelley Moore Capito,R,West Virginia,,,108
3,Nick Rahall,D,West Virginia,,,108
1,Paul Ryan,R,Wisconsin,,,108
2,Tammy Baldwin,D,Wisconsin,,,108
3,Ron Kind,D,Wisconsin,,,108
4,Gerald D. Kleczka,D,Wisconsin,,,108
5,Jim Sensenbrenner,R,Wisconsin,,,108
6,Tom Petri,R,Wisconsin,,,108
7,Dave Obey,D,Wisconsin,,,108
8,Mark Green,R,Wisconsin,,,108
At-large,Barbara Cubin,R,Wyoming,,,108
American Samoa,Eni F.H. Faleomavaega,D,Non-voting members,,,108
District of Columbia,Eleanor Holmes Norton,D,Non-voting members,,,108
Guam,Madeleine Z. Bordallo,D,Non-voting members,,,108
Puerto Rico,Aníbal Acevedo-Vilá,D/PPD,Non-voting members,,,108
Virgin Islands,Donna Christian-Christensen,D,Non-voting members,,,108
1,Jo Bonner,R,Alabama,,,109
2,Terry Everett,R,Alabama,,,109
3,Mike D. Rogers,R,Alabama,,,109
4,Robert Aderholt,R,Alabama,,,109
5,Bud Cramer,D,Alabama,,,109
6,Spencer Bachus,R,Alabama,,,109
7,Artur Davis,D,Alabama,,,109
At-large,Don Young,R,Alaska,,,109
1,Rick Renzi,R,Arizona,,,109
2,Trent Franks,R,Arizona,,,109
3,John Shadegg,R,Arizona,,,109
4,Ed Pastor,D,Arizona,,,109
5,J.D. Hayworth,R,Arizona,,,109
6,Jeff Flake,R,Arizona,,,109
7,Raúl M. Grijalva,D,Arizona,,,109
8,Jim Kolbe,R,Arizona,,,109
1,Marion Berry,D,Arkansas,,,109
2,Vic Snyder,D,Arkansas,,,109
3,John Boozman,R,Arkansas,,,109
4,Mike Ross,D,Arkansas,,,109
1,Mike Thompson,D,California,,,109
2,Wally Herger,R,California,,,109
3,Dan Lungren,R,California,,,109
4,John Doolittle,R,California,,,109
5,,Vacant,California,2005-03-09 00:00:00,,109
5,Doris Matsui,D,California,,2005-03-10 00:00:00,109
6,Lynn Woolsey,D,California,,,109
7,George Miller,D,California,,,109
8,Nancy Pelosi,D,California,,,109
9,Barbara Lee,D,California,,,109
10,Ellen Tauscher,D,California,,,109
11,Richard Pombo,R,California,,,109
12,Tom Lantos,D,California,,,109
13,Pete Stark,D,California,,,109
14,Anna Eshoo,D,California,,,109
15,Mike Honda,D,California,,,109
16,Zoe Lofgren,D,California,,,109
17,Sam Farr,D,California,,,109
18,Dennis Cardoza,D,California,,,109
19,George Radanovich,R,California,,,109
20,Jim Costa,D,California,,,109
21,Devin Nunes,R,California,,,109
22,Bill Thomas,R,California,,,109
23,Lois Capps,D,California,,,109
24,Elton Gallegly,R,California,,,109
25,Howard McKeon,R,California,,,109
26,David Dreier,R,California,,,109
27,Brad Sherman,D,California,,,109
28,Howard Berman,D,California,,,109
29,Adam Schiff,D,California,,,109
30,Henry Waxman,D,California,,,109
31,Xavier Becerra,D,California,,,109
32,Hilda Solis,D,California,,,109
33,Diane Watson,D,California,,,109
34,Lucille Roybal-Allard,D,California,,,109
35,Maxine Waters,D,California,,,109
36,Jane Harman,D,California,,,109
37,Juanita Millender-McDonald,D,California,,,109
38,Grace Napolitano,D,California,,,109
39,Linda Sánchez,D,California,,,109
40,Edward R. Royce,R,California,,,109
41,Jerry Lewis,R,California,,,109
42,Gary Miller,R,California,,,109
43,Joe Baca,D,California,,,109
44,Ken Calvert,R,California,,,109
45,Mary Bono,R,California,,,109
46,Dana Rohrabacher,R,California,,,109
47,Loretta Sanchez,D,California,,,109
48,Christopher Cox,R,California,,,109
48,John Campbell,R,California,,2005-12-07 00:00:00,109
49,Darrell Issa,R,California,,,109
50,"Randy ""Duke"" Cunningham",R,California,2005-12-01 00:00:00,,109
50,Brian Bilbray,R,California,,2006-06-13 00:00:00,109
51,Bob Filner,D,California,,,109
52,Duncan Hunter,R,California,,,109
53,Susan Davis,D,California,,,109
1,Diana DeGette,D,Colorado,,,109
2,Mark Udall,D,Colorado,,,109
3,John Salazar,D,Colorado,,,109
4,Marilyn Musgrave,R,Colorado,,,109
5,Joel Hefley,R,Colorado,,,109
6,Thomas G. Tancredo,R,Colorado,,,109
7,Bob Beauprez,R,Colorado,,,109
1,John Larson,D,Connecticut,,,109
2,Rob Simmons,R,Connecticut,,,109
3,Rosa DeLauro,D,Connecticut,,,109
4,Christopher Shays,R,Connecticut,,,109
5,Nancy Johnson,R,Connecticut,,,109
At-large,Michael N. Castle,R,Delaware,,,109
1,Jeff Miller,R,Florida,,,109
2,Allen Boyd,D,Florida,,,109
3,Corrine Brown,D,Florida,,,109
4,Ander Crenshaw,R,Florida,,,109
5,Ginny Brown-Waite,R,Florida,,,109
6,Cliff Stearns,R,Florida,,,109
7,John Mica,R,Florida,,,109
8,Ric Keller,R,Florida,,,109
9,Michael Bilirakis,R,Florida,,,109
10,Bill Young,R,Florida,,,109
11,Jim Davis,D,Florida,,,109
12,Adam Putnam,R,Florida,,,109
13,Katherine Harris,R,Florida,,,109
14,Connie Mack IV,R,Florida,,,109
15,Dave Weldon,R,Florida,,,109
16,Mark Foley,R,Florida,2006-09-29 00:00:00,,109
17,Kendrick Meek,D,Florida,,,109
18,Ileana Ros-Lehtinen,R,Florida,,,109
19,Robert Wexler,D,Florida,,,109
20,Debbie Wasserman Schultz,D,Florida,,,109
21,Lincoln Diaz-Balart,R,Florida,,,109
22,Clay Shaw,R,Florida,,,109
23,Alcee Hastings,D,Florida,,,109
24,Tom Feeney,R,Florida,,,109
25,Mario Diaz-Balart,R,Florida,,,109
1,Jack Kingston,R,Georgia,,,109
2,Sanford Bishop,D,Georgia,,,109
3,Jim Marshall,D,Georgia,,,109
4,Cynthia McKinney,D,Georgia,,,109
5,John Lewis,D,Georgia,,,109
6,Tom Price,R,Georgia,,,109
7,John Linder,R,Georgia,,,109
8,Lynn Westmoreland,R,Georgia,,,109
9,Charlie Norwood,R,Georgia,,,109
10,Nathan Deal,R,Georgia,,,109
11,Phil Gingrey,R,Georgia,,,109
12,John Barrow,D,Georgia,,,109
13,David Scott,D,Georgia,,,109
1,Neil Abercrombie,D,Hawaii,,,109
2,Ed Case,D,Hawaii,,,109
1,C. L. Otter,R,Idaho,,,109
2,Michael K. Simpson,R,Idaho,,,109
1,Bobby Rush,D,Illinois,,,109
2,"Jesse Jackson, Jr.",D,Illinois,,,109
3,Dan Lipinski,D,Illinois,,,109
4,Luis Gutierrez,D,Illinois,,,109
5,Rahm Emanuel,D,Illinois,,,109
6,Henry Hyde,R,Illinois,,,109
7,Danny K. Davis,D,Illinois,,,109
8,Melissa Bean,D,Illinois,,,109
9,Janice D. Schakowsky,D,Illinois,,,109
10,Mark Steven Kirk,R,Illinois,,,109
11,Jerry Weller,R,Illinois,,,109
12,Jerry Costello,D,Illinois,,,109
13,Judy Biggert,R,Illinois,,,109
14,Dennis Hastert,R,Illinois,,,109
15,Timothy V. Johnson,R,Illinois,,,109
16,Donald Manzullo,R,Illinois,,,109
17,Lane Evans,D,Illinois,,,109
18,Ray LaHood,R,Illinois,,,109
19,John Shimkus,R,Illinois,,,109
1,Pete Visclosky,D,Indiana,,,109
2,Chris Chocola,R,Indiana,,,109
3,Mark Souder,R,Indiana,,,109
4,Steve Buyer,R,Indiana,,,109
5,Dan Burton,R,Indiana,,,109
6,Mike Pence,R,Indiana,,,109
7,Julia Carson,D,Indiana,,,109
8,John Hostettler,R,Indiana,,,109
9,Mike Sodrel,R,Indiana,,,109
1,Jim Nussle,R,Iowa,,,109
2,Jim Leach,R,Iowa,,,109
3,Leonard Boswell,D,Iowa,,,109
4,Tom Latham,R,Iowa,,,109
5,Steve King,R,Iowa,,,109
1,Jerry Moran,R,Kansas,,,109
2,Jim Ryun,R,Kansas,,,109
3,Dennis Moore,D,Kansas,,,109
4,Todd Tiahrt,R,Kansas,,,109
1,Ed Whitfield,R,Kentucky,,,109
2,Ron Lewis,R,Kentucky,,,109
3,Anne Northup,R,Kentucky,,,109
4,Geoff Davis,R,Kentucky,,,109
5,Hal Rogers,R,Kentucky,,,109
6,Ben Chandler,D,Kentucky,,,109
1,Bobby Jindal,R,Louisiana,,,109
2,William J. Jefferson,D,Louisiana,,,109
3,Charlie Melancon,D,Louisiana,,,109
4,Jim McCrery,R,Louisiana,,,109
5,Rodney Alexander,R,Louisiana,,,109
6,Richard H. Baker,R,Louisiana,,,109
7,Charles Boustany,R,Louisiana,,,109
1,Tom Allen,D,Maine,,,109
2,Mike Michaud,D,Maine,,,109
1,Wayne Gilchrest,R,Maryland,,,109
2,Dutch Ruppersberger,D,Maryland,,,109
3,Ben Cardin,D,Maryland,,,109
4,Albert Wynn,D,Maryland,,,109
5,Steny Hoyer,D,Maryland,,,109
6,Roscoe Bartlett,R,Maryland,,,109
7,Elijah Cummings,D,Maryland,,,109
8,Chris Van Hollen,D,Maryland,,,109
1,John Olver,D,Massachusetts,,,109
2,Richard Neal,D,Massachusetts,,,109
3,Jim McGovern,D,Massachusetts,,,109
4,Barney Frank,D,Massachusetts,,,109
5,Marty Meehan,D,Massachusetts,,,109
6,John Tierney,D,Massachusetts,,,109
7,Ed Markey,D,Massachusetts,,,109
8,Mike Capuano,D,Massachusetts,,,109
9,Stephen Lynch,D,Massachusetts,,,109
10,Bill Delahunt,D,Massachusetts,,,109
1,Bart Stupak,D,Michigan,,,109
2,Peter Hoekstra,R,Michigan,,,109
3,Vern Ehlers,R,Michigan,,,109
4,David Lee Camp,R,Michigan,,,109
5,Dale Kildee,D,Michigan,,,109
6,Fred Upton,R,Michigan,,,109
7,Joe Schwarz,R,Michigan,,,109
8,Mike Rogers,R,Michigan,,,109
9,Joe Knollenberg,R,Michigan,,,109
10,Candice S. Miller,R,Michigan,,,109
11,Thaddeus McCotter,R,Michigan,,,109
12,Sander Levin,D,Michigan,,,109
13,Carolyn Cheeks Kilpatrick,D,Michigan,,,109
14,John Conyers,D,Michigan,,,109
15,John Dingell,D,Michigan,,,109
1,Gil Gutknecht,R,Minnesota,,,109
2,John Kline,R,Minnesota,,,109
3,Jim Ramstad,R,Minnesota,,,109
4,Betty McCollum,DFL,Minnesota,,,109
5,Martin Olav Sabo,DFL,Minnesota,,,109
6,Mark Kennedy,R,Minnesota,,,109
7,Collin Peterson,DFL,Minnesota,,,109
8,James Oberstar,DFL,Minnesota,,,109
1,Roger Wicker,R,Mississippi,,,109
2,Bennie Thompson,D,Mississippi,,,109
3,Chip Pickering,R,Mississippi,,,109
4,Gene Taylor,D,Mississippi,,,109
1,"William Lacy Clay, Jr.",D,Missouri,,,109
2,Todd Akin,R,Missouri,,,109
3,Russ Carnahan,D,Missouri,,,109
4,Ike Skelton,D,Missouri,,,109
5,Emanuel Cleaver,D,Missouri,,,109
6,Sam Graves,R,Missouri,,,109
7,Roy Blunt,R,Missouri,,,109
8,Jo Ann Emerson,R,Missouri,,,109
9,Kenny Hulshof,R,Missouri,,,109
At-large,Denny Rehberg,R,Montana,,,109
1,Jeff Fortenberry,R,Nebraska,,,109
2,Lee Terry,R,Nebraska,,,109
3,Tom Osborne,R,Nebraska,,,109
1,Shelley Berkley,D,Nevada,,,109
2,Jim Gibbons,R,Nevada,2006-12-31 00:00:00,,109
3,Jon Porter,R,Nevada,,,109
1,Jeb Bradley,R,New Hampshire,,,109
2,Charlie Bass,R,New Hampshire,,,109
1,Rob Andrews,D,New Jersey,,,109
2,Frank LoBiondo,R,New Jersey,,,109
3,Jim Saxton,R,New Jersey,,,109
4,Chris Smith,R,New Jersey,,,109
5,Scott Garrett,R,New Jersey,,,109
6,Frank Pallone,D,New Jersey,,,109
7,Mike Ferguson,R,New Jersey,,,109
8,Bill Pascrell Jr.,D,New Jersey,,,109
9,Steve Rothman,D,New Jersey,,,109
10,Donald M. Payne,D,New Jersey,,,109
11,Rodney Frelinghuysen,R,New Jersey,,,109
12,Rush D. Holt Jr.,D,New Jersey,,,109
13,Bob Menendez,D,New Jersey,2006-01-17 00:00:00,,109
13,Albio Sires,D,New Jersey,,2006-11-13 00:00:00,109
1,Heather Wilson,R,New Mexico,,,109
2,Steve Pearce,R,New Mexico,,,109
3,Tom Udall,D,New Mexico,,,109
1,Tim Bishop,D,New York,,,109
2,Steve Israel,D,New York,,,109
3,Peter T. King,R,New York,,,109
4,Carolyn McCarthy,D,New York,,,109
5,Gary Ackerman,D,New York,,,109
6,Gregory W. Meeks,D,New York,,,109
7,Joseph Crowley,D,New York,,,109
8,Jerrold Nadler,D,New York,,,109
9,Anthony D. Weiner,D,New York,,,109
10,Ed Towns,D,New York,,,109
11,Major Owens,D,New York,,,109
12,Nydia Velázquez,D,New York,,,109
