District,Name,Party Code,State,Term End,Term Start,Session
4,Christopher Shays,R,Connecticut,,,105
5,James H. Maloney,D,Connecticut,,,105
6,Nancy Johnson,R,Connecticut,,,105
At-large,Mike Castle,R,Delaware,,,105
1,Joe Scarborough,R,Florida,,,105
2,Allen Boyd,D,Florida,,,105
3,Corrine Brown,D,Florida,,,105
4,Tillie Fowler,R,Florida,,,105
5,Karen Thurman,D,Florida,,,105
6,Cliff Stearns,R,Florida,,,105
7,John Mica,R,Florida,,,105
8,Bill McCollum,R,Florida,,,105
9,Michael Bilirakis,R,Florida,,,105
10,Bill Young,R,Florida,,,105
11,Jim Davis,D,Florida,,,105
12,Charles Canady,R,Florida,,,105
13,Dan Miller,R,Florida,,,105
14,Porter Goss,R,Florida,,,105
15,Dave Weldon,R,Florida,,,105
16,Mark Foley,R,Florida,,,105
17,Carrie P. Meek,D,Florida,,,105
18,Ileana Ros-Lehtinen,R,Florida,,,105
19,Robert Wexler,D,Florida,,,105
20,Peter Deutsch,D,Florida,,,105
21,Lincoln Diaz-Balart,R,Florida,,,105
22,Clay Shaw,R,Florida,,,105
23,Alcee Hastings,D,Florida,,,105
1,Jack Kingston,R,Georgia,,,105
2,Sanford Bishop,D,Georgia,,,105
3,Mac Collins,R,Georgia,,,105
4,Cynthia McKinney,D,Georgia,,,105
5,John Lewis,D,Georgia,,,105
6,Newt Gingrich,R,Georgia,,,105
7,Bob Barr,R,Georgia,,,105
8,Saxby Chambliss,R,Georgia,,,105
9,Nathan Deal,R,Georgia,,,105
10,Charlie Norwood,R,Georgia,,,105
11,John Linder,R,Georgia,,,105
1,Neil Abercrombie,D,Hawaii,,,105
2,Patsy Mink,D,Hawaii,,,105
1,Helen Chenoweth,R,Idaho,,,105
2,Mike Crapo,R,Idaho,,,105
1,Bobby Rush,D,Illinois,,,105
2,"Jesse Jackson, Jr.",D,Illinois,,,105
3,William Lipinski,D,Illinois,,,105
4,Luis Gutierrez,D,Illinois,,,105
5,Rod Blagojevich,D,Illinois,,,105
6,Henry Hyde,R,Illinois,,,105
7,Danny K. Davis,D,Illinois,,,105
8,Philip Crane,R,Illinois,,,105
9,Sidney Yates,D,Illinois,,,105
10,John Edward Porter,R,Illinois,,,105
11,Jerry Weller,R,Illinois,,,105
12,Jerry Costello,D,Illinois,,,105
13,Harris Fawell,R,Illinois,,,105
14,Dennis Hastert,R,Illinois,,,105
15,Thomas W. Ewing,R,Illinois,,,105
16,Donald Manzullo,R,Illinois,,,105
17,Lane Evans,D,Illinois,,,105
18,Ray LaHood,R,Illinois,,,105
19,Glenn Poshard,D,Illinois,,,105
20,John Shimkus,R,Illinois,,,105
1,Pete Visclosky,D,Indiana,,,105
2,David M. McIntosh,R,Indiana,,,105
3,Tim Roemer,D,Indiana,,,105
4,Mark Souder,R,Indiana,,,105
5,Steve Buyer,R,Indiana,,,105
6,Dan Burton,R,Indiana,,,105
7,Edward A. Pease,R,Indiana,,,105
8,John Hostettler,R,Indiana,,,105
9,Lee H. Hamilton,D,Indiana,,,105
10,Julia Carson,D,Indiana,,,105
1,Jim Leach,R,Iowa,,,105
2,Jim Nussle,R,Iowa,,,105
3,Leonard Boswell,D,Iowa,,,105
4,Greg Ganske,R,Iowa,,,105
5,Tom Latham,R,Iowa,,,105
1,Jerry Moran,R,Kansas,,,105
2,Jim Ryun,R,Kansas,,,105
3,Vincent Snowbarger,R,Kansas,,,105
4,Todd Tiahrt,R,Kansas,,,105
1,Ed Whitfield,R,Kentucky,,,105
2,Ron Lewis,R,Kentucky,,,105
3,Anne Northup,R,Kentucky,,,105
4,Jim Bunning,R,Kentucky,,,105
5,Hal Rogers,R,Kentucky,,,105
6,Scotty Baesler,D,Kentucky,,,105
1,Bob Livingston,R,Louisiana,,,105
2,William J. Jefferson,D,Louisiana,,,105
3,W.J. Billy Tauzin,R,Louisiana,,,105
4,Jim McCrery,R,Louisiana,,,105
5,John Cooksey,R,Louisiana,,,105
6,Richard H. Baker,R,Louisiana,,,105
7,Christopher John,D,Louisiana,,,105
1,Tom Allen,D,Maine,,,105
2,John Baldacci,D,Maine,,,105
1,Wayne Gilchrest,R,Maryland,,,105
2,Robert Ehrlich,R,Maryland,,,105
3,Ben Cardin,D,Maryland,,,105
4,Albert Wynn,D,Maryland,,,105
5,Steny Hoyer,D,Maryland,,,105
6,Roscoe Bartlett,R,Maryland,,,105
7,Elijah Cummings,D,Maryland,,,105
8,Connie Morella,R,Maryland,,,105
1,John Olver,D,Massachusetts,,,105
2,Richard Neal,D,Massachusetts,,,105
3,Jim McGovern,D,Massachusetts,,,105
4,Barney Frank,D,Massachusetts,,,105
5,Marty Meehan,D,Massachusetts,,,105
6,John Tierney,D,Massachusetts,,,105
7,Ed Markey,D,Massachusetts,,,105
8,Joseph P. Kennedy II,D,Massachusetts,,,105
9,Joe Moakley,D,Massachusetts,,,105
10,Bill Delahunt,D,Massachusetts,,,105
1,Bart Stupak,D,Michigan,,,105
2,Peter Hoekstra,R,Michigan,,,105
3,Vern Ehlers,R,Michigan,,,105
4,David Lee Camp,R,Michigan,,,105
5,James A. Barcia,D,Michigan,,,105
6,Fred Upton,R,Michigan,,,105
7,Nick Smith,R,Michigan,,,105
8,Debbie Stabenow,D,Michigan,,,105
9,Dale Kildee,D,Michigan,,,105
10,David E. Bonior,D,Michigan,,,105
11,Joe Knollenberg,R,Michigan,,,105
12,Sander Levin,D,Michigan,,,105
13,Lynn N. Rivers,D,Michigan,,,105
14,Carolyn Cheeks Kilpatrick,D,Michigan,,,105
15,John Conyers,D,Michigan,,,105
16,John Dingell,D,Michigan,,,105
1,Gil Gutknecht,R,Minnesota,,,105
2,David Minge,DFL,Minnesota,,,105
3,Jim Ramstad,R,Minnesota,,,105
4,Bruce Vento,DFL,Minnesota,,,105
5,Martin Olav Sabo,DFL,Minnesota,,,105
6,Bill Luther,DFL,Minnesota,,,105
7,Collin Peterson,DFL,Minnesota,,,105
8,James Oberstar,DFL,Minnesota,,,105
1,Roger Wicker,R,Mississippi,,,105
2,Bennie Thompson,D,Mississippi,,,105
3,Chip Pickering,R,Mississippi,,,105
4,Mike Parker,R,Mississippi,,,105
5,Gene Taylor,D,Mississippi,,,105
1,Bill Clay,D,Missouri,,,105
2,Jim Talent,R,Missouri,,,105
3,Dick Gephardt,D,Missouri,,,105
4,Ike Skelton,D,Missouri,,,105
5,Karen McCarthy,D,Missouri,,,105
6,Pat Danner,D,Missouri,,,105
7,Roy Blunt,R,Missouri,,,105
7,Jo Ann Emerson,R,Missouri,,1997-01-08 00:00:00,105
9,Kenny Hulshof,R,Missouri,,,105
At-large,Rick Hill,R,Montana,,,105
1,Doug Bereuter,R,Nebraska,,,105
2,Jon L. Christensen,R,Nebraska,,,105
3,Bill Barrett,R,Nebraska,,,105
1,John Ensign,R,Nevada,,,105
2,Jim Gibbons,R,Nevada,,,105
1,John E. Sununu,R,New Hampshire,,,105
2,Charlie Bass,R,New Hampshire,,,105
1,Rob Andrews,D,New Jersey,,,105
2,Frank LoBiondo,R,New Jersey,,,105
3,H. James Saxton,R,New Jersey,,,105
4,Chris Smith,R,New Jersey,,,105
5,Marge Roukema,R,New Jersey,,,105
6,Frank Pallone,D,New Jersey,,,105
7,Bob Franks,R,New Jersey,,,105
8,"Bill Pascrell, Jr.",D,New Jersey,,,105
9,Steve Rothman,D,New Jersey,,,105
10,Donald M. Payne,D,New Jersey,,,105
11,Rodney Frelinghuysen,R,New Jersey,,,105
12,Michael J. Pappas,R,New Jersey,,,105
13,Bob Menendez,D,New Jersey,,,105
1,Steven H. Schiff,R,New Mexico,1998-03-25 00:00:00,,105
1,Heather Wilson,R,New Mexico,,1998-06-25 00:00:00,105
2,Joe Skeen,R,New Mexico,,,105
3,Bill Richardson,D,New Mexico,1997-02-17 00:00:00,,105
3,Bill Redmond,R,New Mexico,,1997-05-20 00:00:00,105
1,Michael Forbes,R,New York,,,105
2,Rick Lazio,R,New York,,,105
3,Peter T. King,R,New York,,,105
4,Carolyn McCarthy,D,New York,,,105
5,Gary Ackerman,D,New York,,,105
6,Floyd Flake,D,New York,1997-11-17 00:00:00,,105
6,Gregory W. Meeks,D,New York,,1998-02-03 00:00:00,105
7,Thomas J. Manton,D,New York,,,105
8,Jerrold Nadler,D,New York,,,105
9,Charles Schumer,D,New York,,,105
10,Edolphus Towns,D,New York,,,105
11,Major Owens,D,New York,,,105
12,Nydia Velázquez,D,New York,,,105
13,Susan Molinari,R,New York,1997-08-02 00:00:00,,105
13,Vito Fossella,R,New York,,1997-11-04 00:00:00,105
14,Carolyn B. Maloney,D,New York,,,105
15,Charles Rangel,D,New York,,,105
16,José Serrano,D,New York,,,105
17,Eliot L. Engel,D,New York,,,105
18,Nita Lowey,D,New York,,,105
19,Sue W. Kelly,R,New York,,,105
20,Benjamin A. Gilman,R,New York,,,105
21,Michael R. McNulty,D,New York,,,105
22,Gerald B.H. Solomon,R,New York,,,105
23,Sherwood Boehlert,R,New York,,,105
24,John M. McHugh,R,New York,,,105
25,James T. Walsh,R,New York,,,105
26,Maurice Hinchey,D,New York,,,105
27,Bill Paxon,R,New York,,,105
28,Louise McIntosh Slaughter,D,New York,,,105
29,John J. LaFalce,D,New York,,,105
30,Jack Quinn,R,New York,,,105
31,Amo Houghton,R,New York,,,105
1,Eva M. Clayton,D,North Carolina,,,105
2,Bob Etheridge,D,North Carolina,,,105
3,Walter B. Jones,R,North Carolina,,,105
4,David Price,D,North Carolina,,,105
5,Richard Burr,R,North Carolina,,,105
6,Howard Coble,R,North Carolina,,,105
7,Mike McIntyre,D,North Carolina,,,105
8,Bill Hefner,D,North Carolina,,,105
9,Sue Wilkins Myrick,R,North Carolina,,,105
10,Cass Ballenger,R,North Carolina,,,105
11,Charles H. Taylor,R,North Carolina,,,105
12,Mel Watt,D,North Carolina,,,105
At-large,Earl Pomeroy,D,North Dakota,,,105
1,Steve Chabot,R,Ohio,,,105
2,Rob Portman,R,Ohio,,,105
3,Tony P. Hall,D,Ohio,,,105
4,Mike Oxley,R,Ohio,,,105
5,Paul Gillmor,R,Ohio,,,105
6,Ted Strickland,D,Ohio,,,105
7,Dave Hobson,R,Ohio,,,105
8,John Boehner,R,Ohio,,,105
9,Marcy Kaptur,D,Ohio,,,105
10,Dennis Kucinich,D,Ohio,,,105
11,Louis Stokes,D,Ohio,,,105
12,John Kasich,R,Ohio,,,105
13,Sherrod Brown,D,Ohio,,,105
14,Thomas C. Sawyer,D,Ohio,,,105
15,Deborah Pryce,R,Ohio,,,105
16,Ralph Regula,R,Ohio,,,105
17,James Traficant,D,Ohio,,,105
18,Bob Ney,R,Ohio,,,105
19,Steve LaTourette,R,Ohio,,,105
1,Steve Largent,R,Oklahoma,,,105
2,Tom Coburn,R,Oklahoma,,,105
3,Wes Watkins,R,Oklahoma,,,105
4,J.C. Watts,R,Oklahoma,,,105
5,Ernest Istook,R,Oklahoma,,,105
6,Frank Lucas,R,Oklahoma,,,105
1,Elizabeth Furse,D,Oregon,,,105
2,Bob Smith,R,Oregon,,,105
3,Earl Blumenauer,D,Oregon,,,105
4,Peter DeFazio,D,Oregon,,,105
5,Darlene Hooley,D,Oregon,,,105
1,Thomas M. Foglietta,D,Pennsylvania,1997-11-11 00:00:00,,105
1,Bob Brady,D,Pennsylvania,,1998-05-21 00:00:00,105
2,Chaka Fattah,D,Pennsylvania,,,105
3,"Robert A. Borski, Jr.",D,Pennsylvania,,,105
4,Ron Klink,D,Pennsylvania,,,105
5,John E. Peterson,R,Pennsylvania,,,105
6,Tim Holden,D,Pennsylvania,,,105
7,Curt Weldon,R,Pennsylvania,,,105
8,James C. Greenwood,R,Pennsylvania,,,105
9,Bud Shuster,R,Pennsylvania,,,105
10,Joseph M. McDade,R,Pennsylvania,,,105
11,Paul Kanjorski,D,Pennsylvania,,,105
12,John Murtha,D,Pennsylvania,,,105
13,Jon D. Fox,R,Pennsylvania,,,105
14,William J. Coyne,D,Pennsylvania,,,105
15,"Paul F. McHale, Jr.",D,Pennsylvania,,,105
16,Joseph R. Pitts,R,Pennsylvania,,,105
17,George W. Gekas,R,Pennsylvania,,,105
18,Michael F. Doyle,D,Pennsylvania,,,105
19,William F. Goodling,R,Pennsylvania,,,105
20,Frank Mascara,D,Pennsylvania,,,105
21,Phil English,R,Pennsylvania,,,105
1,Patrick J. Kennedy,D,Rhode Island,,,105
2,Robert Weygand,D,Rhode Island,,,105
1,Mark Sanford,R,South Carolina,,,105
2,Floyd Spence,R,South Carolina,,,105
3,Lindsey Graham,R,South Carolina,,,105
4,Bob Inglis,R,South Carolina,,,105
5,John Spratt,D,South Carolina,,,105
6,Jim Clyburn,D,South Carolina,,,105
At-large,John R. Thune,R,South Dakota,,,105
1,Bill Jenkins,R,Tennessee,,,105
2,John Duncan,R,Tennessee,,,105
3,Zach Wamp,R,Tennessee,,,105
4,Van Hilleary,R,Tennessee,,,105
5,Bob Clement,D,Tennessee,,,105
6,Bart Gordon,D,Tennessee,,,105
7,Ed Bryant,R,Tennessee,,,105
8,John S. Tanner,D,Tennessee,,,105
9,"Harold Ford, Jr.",D,Tennessee,,,105
1,Max Sandlin,D,Texas,,,105
2,Jim Turner,D,Texas,,,105
3,Sam Johnson,R,Texas,,,105
4,Ralph Hall,D,Texas,,,105
5,Pete Sessions,R,Texas,,,105
6,Joe Barton,R,Texas,,,105
7,"William Reynolds Archer, Jr.",R,Texas,,,105
8,Kevin Brady,R,Texas,,,105
9,Nick Lampson,D,Texas,,,105
10,Lloyd Doggett,D,Texas,,,105
11,Chet Edwards,D,Texas,,,105
12,Kay Granger,R,Texas,,,105
13,Mac Thornberry,R,Texas,,,105
14,Ron Paul,R,Texas,,,105
15,Rubén Hinojosa,D,Texas,,,105
16,Silvestre Reyes,D,Texas,,,105
17,Charles Stenholm,D,Texas,,,105
18,Sheila Jackson-Lee,D,Texas,,,105
19,Larry Combest,R,Texas,,,105
20,Henry B. Gonzalez,D,Texas,,,105
21,Lamar S. Smith,R,Texas,,,105
22,Tom DeLay,R,Texas,,,105
23,Henry Bonilla,R,Texas,,,105
24,Martin Frost,D,Texas,,,105
25,Ken Bentsen,D,Texas,,,105
26,Dick Armey,R,Texas,,,105
27,Solomon P. Ortiz,D,Texas,,,105
28,Frank Tejeda,D,Texas,1997-01-30 00:00:00,,105
28,Ciro Rodriguez,D,Texas,,1997-04-17 00:00:00,105
29,Gene Green,D,Texas,,,105
30,Eddie Bernice Johnson,D,Texas,,,105
1,James V. Hansen,R,Utah,,,105
2,Merrill Cook,R,Utah,,,105
3,Chris Cannon,R,Utah,,,105
At-large,Bernard Sanders,I,Vermont,,,105
1,Herbert H. Bateman,R,Virginia,,,105
2,Owen B. Pickett,D,Virginia,,,105
3,Robert C. Scott,D,Virginia,,,105
4,Norman Sisisky,D,Virginia,,,105
5,Virgil Goode,D,Virginia,,,105
6,Bob Goodlatte,R,Virginia,,,105
7,"Thomas J. Bliley, Jr.",R,Virginia,,,105
8,Jim Moran,D,Virginia,,,105
9,Rick Boucher,D,Virginia,,,105
10,Frank Wolf,R,Virginia,,,105
11,Thomas M. Davis,R,Virginia,,,105
1,Rick White,R,Washington,,,105
2,Jack Metcalf,R,Washington,,,105
3,Linda Smith,R,Washington,,,105
4,Doc Hastings,R,Washington,,,105
5,George Nethercutt,R,Washington,,,105
6,Norman D. Dicks,D,Washington,,,105
7,Jim McDermott,D,Washington,,,105
8,Jennifer Dunn,R,Washington,,,105
9,Adam Smith,D,Washington,,,105
1,Alan Mollohan,D,West Virginia,,,105
2,Bob Wise,D,West Virginia,,,105
3,Nick Rahall,D,West Virginia,,,105
1,Mark Neumann,R,Wisconsin,,,105
2,Scott L. Klug,R,Wisconsin,,,105
3,Ron Kind,D,Wisconsin,,,105
4,Gerald D. Kleczka,D,Wisconsin,,,105
5,Tom Barrett,D,Wisconsin,,,105
6,Tom Petri,R,Wisconsin,,,105
7,Dave Obey,D,Wisconsin,,,105
8,Jay W. Johnson,D,Wisconsin,,,105
9,Jim Sensenbrenner,R,Wisconsin,,,105
At-large,Barbara Cubin,R,Wyoming,,,105
America,Samoa: Eni F.H. Faleomavaega,D,Non-voting delegations,,,105
Distric,of Columbia: Eleanor Holmes Norton,D,Non-voting delegations,,,105
Guam,Robert A. Underwood,D,Non-voting delegations,,,105
Virgi,Islands: Donna Christian-Christensen,D,Non-voting delegations,,,105
Puert,Rico: Carlos Romero Barceló,D/PNP,Non-voting delegations,,,105
1,Sonny Callahan,R,Alabama,,,106
2,Terry Everett,R,Alabama,,,106
3,Bob Riley,R,Alabama,,,106
4,Robert Aderholt,R,Alabama,,,106
5,Robert E. Cramer,D,Alabama,,,106
6,Spencer Bachus,R,Alabama,,,106
7,Earl F. Hilliard,D,Alabama,,,106
At-large,Don Young,R,Alaska,,,106
1,Matt Salmon,R,Arizona,,,106
2,Ed Pastor,D,Arizona,,,106
3,Bob Stump,R,Arizona,,,106
4,John Shadegg,R,Arizona,,,106
5,Jim Kolbe,R,Arizona,,,106
6,J.D. Hayworth,R,Arizona,,,106
1,Marion Berry,D,Arkansas,,,106
2,Vic Snyder,D,Arkansas,,,106
3,Asa Hutchinson,R,Arkansas,,,106
4,Jay Dickey,R,Arkansas,,,106
1,Mike Thompson,D,California,,,106
2,Wally Herger,R,California,,,106
3,Doug Ose,R,California,,,106
4,John Doolittle,R,California,,,106
5,Robert Matsui,D,California,,,106
6,Lynn Woolsey,D,California,,,106
7,George Miller,D,California,,,106
8,Nancy Pelosi,D,California,,,106
9,Barbara Lee,D,California,,,106
10,Ellen Tauscher,D,California,,,106
11,Richard Pombo,R,California,,,106
12,Tom Lantos,D,California,,,106
13,Pete Stark,D,California,,,106
14,Anna Eshoo,D,California,,,106
15,Tom Campbell,R,California,,,106
16,Zoe Lofgren,D,California,,,106
17,Sam Farr,D,California,,,106
18,Gary Condit,D,California,,,106
19,George Radanovich,R,California,,,106
20,Cal Dooley,D,California,,,106
21,Bill Thomas,R,California,,,106
22,Lois Capps,D,California,,,106
23,Elton Gallegly,R,California,,,106
24,Brad Sherman,D,California,,,106
25,Howard McKeon,R,California,,,106
26,Howard Berman,D,California,,,106
27,James E. Rogan,R,California,,,106
28,David Dreier,R,California,,,106
29,Henry Waxman,D,California,,,106
30,Xavier Becerra,D,California,,,106
31,Matthew G. Martinez,D then R,California,,,106
32,Julian C. Dixon,D,California,2000-12-08 00:00:00,,106
33,Lucille Roybal-Allard,D,California,,,106
34,Grace Napolitano,D,California,,,106
35,Maxine Waters,D,California,,,106
36,Steven Kuykendall,R,California,,,106
37,Juanita Millender-McDonald,D,California,,,106
38,Steve Horn,R,California,,,106
39,Ed Royce,R,California,,,106
40,Jerry Lewis,R,California,,,106
41,Gary Miller,R,California,,,106
41,"George Brown, Jr.",D,California,,1999-07-16 00:00:00,106
41,Joe Baca,D,California,,1999-11-17 00:00:00,106
43,Ken Calvert,R,California,,,106
44,Mary Bono,R,California,,,106
45,Dana Rohrabacher,R,California,,,106
46,Loretta Sanchez,D,California,,,106
47,Christopher Cox,R,California,,,106
48,Ron Packard,R,California,,,106
49,Brian Bilbray,R,California,,,106
50,Bob Filner,D,California,,,106
51,"Randy ""Duke"" Cunningham",R,California,,,106
52,Duncan Hunter,R,California,,,106
1,Diana DeGette,D,Colorado,,,106
2,Mark Udall,D,Colorado,,,106
3,Scott McInnis,R,Colorado,,,106
4,Bob Schaffer,R,Colorado,,,106
5,Joel Hefley,R,Colorado,,,106
6,Thomas G. Tancredo,R,Colorado,,,106
1,John Larson,D,Connecticut,,,106
2,Sam Gejdenson,D,Connecticut,,,106
3,Rosa DeLauro,D,Connecticut,,,106
4,Christopher Shays,R,Connecticut,,,106
5,James H. Maloney,D,Connecticut,,,106
6,Nancy Johnson,R,Connecticut,,,106
At-large,Michael N. Castle,R,Delaware,,,106
1,Joe Scarborough,R,Florida,,,106
2,Allen Boyd,D,Florida,,,106
3,Corrine Brown,D,Florida,,,106
4,Tillie K. Fowler,R,Florida,,,106
5,Karen Thurman,D,Florida,,,106
6,Cliff Stearns,R,Florida,,,106
7,John Mica,R,Florida,,,106
8,Bill McCollum,R,Florida,,,106
9,Michael Bilirakis,R,Florida,,,106
10,Bill Young,R,Florida,,,106
11,Jim Davis,D,Florida,,,106
12,Charles T. Canady,R,Florida,,,106
13,Dan Miller,R,Florida,,,106
14,Porter Goss,R,Florida,,,106
15,Dave Weldon,R,Florida,,,106
16,Mark Foley,R,Florida,,,106
17,Carrie P. Meek,D,Florida,,,106
18,Ileana Ros-Lehtinen,R,Florida,,,106
19,Robert Wexler,D,Florida,,,106
20,Peter Deutsch,D,Florida,,,106
21,Lincoln Diaz-Balart,R,Florida,,,106
22,Clay Shaw,R,Florida,,,106
23,Alcee Hastings,D,Florida,,,106
1,Jack Kingston,R,Georgia,,,106
2,Sanford Bishop,D,Georgia,,,106
3,Mac Collins,R,Georgia,,,106
4,Cynthia McKinney,D,Georgia,,,106
5,John Lewis,D,Georgia,,,106
5,Johnny Isakson,R,Georgia,,1999-02-23 00:00:00,106
7,Bob Barr,R,Georgia,,,106
8,Saxby Chambliss,R,Georgia,,,106
9,Nathan Deal,R,Georgia,,,106
10,Charlie Norwood,R,Georgia,,,106
11,John Linder,R,Georgia,,,106
1,Neil Abercrombie,D,Hawaii,,,106
2,Patsy Mink,D,Hawaii,,,106
1,Helen Chenoweth,R,Idaho,,,106
2,Michael K. Simpson,R,Idaho,,,106
1,Bobby Rush,D,Illinois,,,106
2,"Jesse Jackson, Jr.",D,Illinois,,,106
3,William Lipinski,D,Illinois,,,106
4,Luis Gutierrez,D,Illinois,,,106
5,Rod Blagojevich,D,Illinois,,,106
6,Henry Hyde,R,Illinois,,,106
7,Danny K. Davis,D,Illinois,,,106
8,Philip Crane,R,Illinois,,,106
9,Janice D. Schakowsky,D,Illinois,,,106
10,John Edward Porter,R,Illinois,,,106
11,Jerry Weller,R,Illinois,,,106
12,Jerry Costello,D,Illinois,,,106
13,Judy Biggert,R,Illinois,,,106
14,Dennis Hastert,R,Illinois,,,106
15,Thomas W. Ewing,R,Illinois,,,106
16,Donald Manzullo,R,Illinois,,,106
17,Lane Evans,D,Illinois,,,106
18,Ray LaHood,R,Illinois,,,106
19,David D. Phelps,D,Illinois,,,106
20,John Shimkus,R,Illinois,,,106
1,Pete Visclosky,D,Indiana,,,106
2,David M. McIntosh,R,Indiana,,,106
3,Tim Roemer,D,Indiana,,,106
4,Mark Souder,R,Indiana,,,106
5,Steve Buyer,R,Indiana,,,106
6,Dan Burton,R,Indiana,,,106
7,Edward A. Pease,R,Indiana,,,106
8,John Hostettler,R,Indiana,,,106
9,Baron Hill,D,Indiana,,,106
10,Julia Carson,D,Indiana,,,106
1,Jim Leach,R,Iowa,,,106
2,Jim Nussle,R,Iowa,,,106
3,Leonard Boswell,D,Iowa,,,106
4,Greg Ganske,R,Iowa,,,106
5,Tom Latham,R,Iowa,,,106
1,Jerry Moran,R,Kansas,,,106
2,Jim Ryun,R,Kansas,,,106
3,Dennis Moore,D,Kansas,,,106
4,Todd Tiahrt,R,Kansas,,,106
1,Ed Whitfield,R,Kentucky,,,106
2,Ron Lewis,R,Kentucky,,,106
3,Anne Northup,R,Kentucky,,,106
4,Ken Lucas,D,Kentucky,,,106
5,Hal Rogers,R,Kentucky,,,106
6,Ernie Fletcher,R,Kentucky,,,106
1,Bob Livingston,R,Louisiana,1999-03-02 00:00:00,,106
1,David Vitter,R,Louisiana,,1999-06-07 00:00:00,106
2,William J. Jefferson,D,Louisiana,,,106
3,W.J. Billy Tauzin,R,Louisiana,,,106
4,Jim McCrery,R,Louisiana,,,106
5,John Cooksey,R,Louisiana,,,106
6,Richard H. Baker,R,Louisiana,,,106
7,Christopher John,D,Louisiana,,,106
1,Tom Allen,D,Maine,,,106
2,John Baldacci,D,Maine,,,106
1,Wayne Gilchrest,R,Maryland,,,106
2,Robert Ehrlich,R,Maryland,,,106
3,Ben Cardin,D,Maryland,,,106
4,Albert Wynn,D,Maryland,,,106
5,Steny Hoyer,D,Maryland,,,106
6,Roscoe Bartlett,R,Maryland,,,106
7,Elijah Cummings,D,Maryland,,,106
8,Connie Morella,R,Maryland,,,106
1,John Olver,D,Massachusetts,,,106
2,Richard Neal,D,Massachusetts,,,106
3,Jim McGovern,D,Massachusetts,,,106
4,Barney Frank,D,Massachusetts,,,106
5,Marty Meehan,D,Massachusetts,,,106
6,John Tierney,D,Massachusetts,,,106
7,Ed Markey,D,Massachusetts,,,106
8,Mike Capuano,D,Massachusetts,,,106
9,Joe Moakley,D,Massachusetts,,,106
10,Bill Delahunt,D,Massachusetts,,,106
1,Bart Stupak,D,Michigan,,,106
2,Peter Hoekstra,R,Michigan,,,106
3,Vern Ehlers,R,Michigan,,,106
4,David Lee Camp,R,Michigan,,,106
5,James A. Barcia,D,Michigan,,,106
6,Fred Upton,R,Michigan,,,106
7,Nick Smith,R,Michigan,,,106
8,Debbie Stabenow,D,Michigan,,,106
9,Dale Kildee,D,Michigan,,,106
10,David E. Bonior,D,Michigan,,,106
11,Joe Knollenberg,R,Michigan,,,106
12,Sander Levin,D,Michigan,,,106
13,Lynn N. Rivers,D,Michigan,,,106
14,Carolyn Cheeks Kilpatrick,D,Michigan,,,106
15,John Conyers,D,Michigan,,,106
16,John Dingell,D,Michigan,,,106
1,Gil Gutknecht,R,Minnesota,,,106
2,David Minge,DFL,Minnesota,,,106
3,Jim Ramstad,R,Minnesota,,,106
4,Bruce Vento,DFL,Minnesota,2000-10-10 00:00:00,,106
5,Martin Olav Sabo,DFL,Minnesota,,,106
6,Bill Luther,DFL,Minnesota,,,106
7,Collin Peterson,DFL,Minnesota,,,106
8,James Oberstar,DFL,Minnesota,,,106
1,Roger Wicker,R,Mississippi,,,106
2,Bennie Thompson,D,Mississippi,,,106
3,Chip Pickering,R,Mississippi,,,106
4,Ronnie Shows,D,Mississippi,,,106
5,Gene Taylor,D,Mississippi,,,106
1,Bill Clay,D,Missouri,,,106
2,Jim Talent,R,Missouri,,,106
3,Dick Gephardt,D,Missouri,,,106
4,Ike Skelton,D,Missouri,,,106
5,Karen McCarthy,D,Missouri,,,106
6,Pat Danner,D,Missouri,,,106
7,Roy Blunt,R,Missouri,,,106
8,Jo Ann Emerson,R,Missouri,,,106
9,Kenny Hulshof,R,Missouri,,,106
At-large,Rick Hill,R,Montana,,,106
1,Doug Bereuter,R,Nebraska,,,106
2,Lee Terry,R,Nebraska,,,106
3,Bill Barrett,R,Nebraska,,,106
1,Shelley Berkley,D,Nevada,,,106
2,Jim Gibbons,R,Nevada,,,106
1,John E. Sununu,R,New Hampshire,,,106
2,Charlie Bass,R,New Hampshire,,,106
1,Rob Andrews,D,New Jersey,,,106
2,Frank LoBiondo,R,New Jersey,,,106
3,H. James Saxton,R,New Jersey,,,106
4,Chris Smith,R,New Jersey,,,106
5,Marge Roukema,R,New Jersey,,,106
6,Frank Pallone,D,New Jersey,,,106
7,Bob Franks,R,New Jersey,,,106
8,"Bill Pascrell, Jr.",D,New Jersey,,,106
9,Steve Rothman,D,New Jersey,,,106
10,Donald M. Payne,D,New Jersey,,,106
11,Rodney Frelinghuysen,R,New Jersey,,,106
12,"Rush D. Holt, Jr.",D,New Jersey,,,106
13,Bob Menendez,D,New Jersey,,,106
1,Heather Wilson,R,New Mexico,,,106
2,Joe Skeen,R,New Mexico,,,106
3,Tom Udall,D,New Mexico,,,106
1,Michael Forbes,R then D,New York,,,106
2,Rick Lazio,R,New York,,,106
3,Peter T. King,R,New York,,,106
4,Carolyn McCarthy,D,New York,,,106
5,Gary Ackerman,D,New York,,,106
6,Gregory W. Meeks,D,New York,,,106
7,Joseph Crowley,D,New York,,,106
8,Jerrold Nadler,D,New York,,,106
9,Anthony D. Weiner,D,New York,,,106
